category,contents,language,lectureLink,lectureName,lecturer,level,numOfLectures,price,rating,siteIdx,subCategory,thumbnail,totalDuration,type
Web Programming - Programming,"영화 예매 사이트 만들기: 디자인편,영화 예매 사이트 만들기: 디자인편,01. 기본 작업,02. 그리드 시스템,03. 360 그리드 시스템,01. 기본 작업,02. 그리드 시스템,03. 360 그리드 시스템,04. 600 그리드 시스템,05. 768, 1280 그리드 시스템,06. 960 그리드 시스템,07. 레이아웃,08. 헤더,09. 헤더 반응형,10. 배너,11. 배너 반응형,12. 컨텐츠 1,13. 컨텐츠 1 반응형,14. 컨텐츠 1 반응형 수정,15. 컨텐츠 2,16. 컨텐츠 2 반응형,17. 컨텐츠 3,18. 컨텐츠 3 반응형,19. 컨텐츠 4,20. 컨텐츠 4 반응형,21. 컨텐츠 5,22. 컨텐츠 5 반응형,23. 푸터,24. 푸터 반응형",ko,https://edu.goorm.io/lecture/16948/영화-예매-사이트-만들기-디자인편,영화 예매 사이트 만들기: 디자인편,webstoryboy,Easy,27,0,4.5,19,"웹퍼블리싱, 클론코딩, 웹퍼블리셔, 반응형웹, 웹표준, 퍼블리싱실습, 웹스토리보이, webstoryboy, 메가박스사이트만들기",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_OesFg_1574151553693/coverImage.png?_=1574989651590,unknown,on
Web Programming - Programming,"반응형 사이트 만들기,반응형 사이트 만들기,01. 시멘틱 태그,02. 미디어 쿼리,03. 반응형 레이아웃 유형 1,01. 시멘틱 태그,02. 미디어 쿼리,03. 반응형 레이아웃 유형 1,04. 반응형 레이아웃 유형 2,05. 반응형 레이아웃 유형 3,06. 반응형 레이아웃 유형 4,07. 반응형 레이아웃 유형 5,반응형 레이아웃 실습,08. 문서 셋팅,09. 아웃라이너,10. 헤더 메뉴,11. 헤더 타이틀,12. 헤더 아이콘,13. 헤더 아이콘 공유하기,14. 전체 메뉴,15. 전체 메뉴 - 라인 효과,16. 타이틀,17. 헤더 반응형,헤더 및 메뉴 실습,18. 컨텐츠 레이아웃,19. 컨텐츠 타이틀,20. 메뉴,21. 메뉴 반응형,22. 게시판(한줄효과),23. 게시판(두줄효과),24. 블로그 영역(고해상도 이미지),25. 블로그 영역(고해상도 이미지 2),컨텐츠 영역 실습,26. 이미지 슬라이드,27. 이미지 슬라이드 2,28. 라이트 박스,29. 필터 이펙트,30. 비디오,31. 사이드 컨텐츠,32. 푸터,33. 접기/펼치기 스크립트,34. 사이드 이펙트 1,35. 사이드 이펙트 2,36. 사이드 이펙트 3,이미지 슬라이드 및 이펙트 실습",ko,https://edu.goorm.io/lecture/16942/웹퍼블리싱-실습-반응형-사이트-만들기,[웹퍼블리싱 실습] 반응형 사이트 만들기,webstoryboy,Easy,43,0,5.0,19,"웹사이트제작, 반응형웹, 웹앱, 웹퍼블리셔, 퍼블리싱실습, 반응형사이트, webstoryboy",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_fzzkf_1574059438036/coverImage.png?_=1574989683918,unknown,on
Web Programming - Programming,"웹 표준 사이트 만들기,웹 표준 사이트 만들기,1. layout 1,2. layout 2,3. layout 3,1. layout 1,2. layout 2,3. layout 3,4. layout 4,5. layout 5,6. layout 6,7. layout 7,8. layout 8,9. layout 9,layout 실습,10. 스킵메뉴,11. 헤더 배경 & 메뉴,12. 헤더 타이틀 & 웹 폰트,13. 헤더 아이콘 수정,14. 전체 메뉴 수정,15. 전체 타이틀,16. 전체 배너,17. 컨텐츠 레이아웃,18. 게시판 1,19. 게시판 2,20. 게시판 3,페이지 구조 실습,21. 마우스오버 효과 1,22. 마우스오버 효과 2,23. 탭메뉴,24. 게시판 4,25. 갤러리,26. 로그인,27. 팝업,28. 푸터 & W3C 수정,이벤트 및 추가 기능 실습,29. 전체 메뉴 스크립트,30. 배너 스크립트,31. 탭메뉴 스크립트,32. 갤러리 스크립트,33. 레이어 팝업,34. 윈도우 팝업,35. 라이트박스,36. 마무리,마무리 실습",ko,https://edu.goorm.io/lecture/16941/웹퍼블리싱-실습-웹-표준-사이트-만들기,[웹퍼블리싱 실습] 웹 표준 사이트 만들기,webstoryboy,Easy,43,0,4.9,19,"웹퍼블리싱, 웹표준, 웹사이트제작, HTML, CSS, JavaScript, 웹제작실무, 퍼블리셔, webs",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_sNGpx_1574059418279/coverImage.png?_=1574989703077,unknown,on
Web Programming - Programming,"시작하기에 앞서,HTML 기초,HTML 훈련,트위터 마크업 챌린지,시작하기에 앞서,HTML 기초,HTML 훈련,트위터 마크업 챌린지,HTML이 왜 중요한가요?,태그 해부학,마무리 + 쉬어가기,Ad Banner,챕터 소개: 구조적인 웹 문서 설계,HTML이 왜 중요한가요?,HTML을 시맨틱하게 작성해야 하는 이유,강의 100% 활용하기,강의 환경 세팅,태그 해부학,제목과 문단 Headings & Paragraph,강조 Emphasis,링크 Anchor,이미지 Image,리스트 Lists,정의 리스트 Description List,인용 Quotations,흑마법 Div & Span,Form (1) - 기본구조,Form (2) - Input,Form (3) - Label,Form (4) - Radio & Checkbox,Form (5) - Select & Option,Form (6) - Textarea,Form (7) - Buttons,표 Table (1) - 기본 구조,표 Table (2) - 심화,미디어 파일 Media,기타 Etc,Doctype & Document Structure,Title, Link, Style & Script,Meta,마무리 + 쉬어가기,Ad Banner,Google Search Result Item,Feature Box,Logo in Header,Breadcrumb & Pagination,Product Card,Instagram User Profile,Receipt,Github Dropdown Menu,Input Group,Feed,Gmail Inbox,Music Player,Video Player,챕터 소개: 구조적인 웹 문서 설계,올바른 Sectioning Elements 사용 방법,페이지 구조 설계,Header,Global Navigation,Main,Tweet Form,Timeline,Tweet,Aside,Footer,마무리",ko,https://edu.goorm.io/lecture/16396/김버그의-html은-재밌다-기초부터-실무-레벨까지,김버그의 HTML은 재밌다 - 기초부터 실무 레벨까지,김버그,Easy,59,"50,000",4.8,19,"html, css, 프론트엔드 개발 기초, 프론트엔드 개발, 웹개발, Frontend development, Web development, 프로그래밍, 스타일, style",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_STjuq_1570165487310/coverImage.png?_=1581920903510,unknown,on
Web Programming - Programming,"초급: HTML+CSS의 기본,초급: HTML+CSS의 기본,초급: 클래스 선택자로 좀 더 복잡한 페이지 만들기,초급: 블럭과 인라인 세상 들여다보기,초급: CSS 타이포그래피 기초,초급: Float 속성으로 가로배치하기1,초급: Float 속성으로 가로배치하기2,초급: Position 속성 입문하기,초급: Position 속성 좀 더 다뤄보기,중급: auto와 %, Negative Margins,중급: 반응형 사이드바 레이아웃,중급: float 기반의 그리드 시스템1,중급: float 기반의 그리드 시스템2,중급: 모바일 우선 반응형 작업,중급: 실전 예제 작업1,중급: 실전 예제 작업2,Outro,1강,2강,3강,1강,2강,3강,4강,1강,2강,3강,4강,1강,2강,3강,4강,1강,2강,3강,4강,5강,1강,2강,3강,4강,1강,2강,3강,4강,5강,1강,2강,3강,4강,5강,1강,2강,3강,1강,2강,3강,4강,5강,1강,2강,3강,4강,5강,1강,2강,3강,4강,5강,6강,1강,2강,3강,4강,5강,1강,2강,3강,4강,5강,1강,2강,3강,4강,5강,1강,2강,3강,4강,5강,1강,2강,3강,4강,5강",ko,https://edu.goorm.io/lecture/16783/시선을-사로잡는-웹-초급-중급,시선을 사로잡는 웹 - 초급 + 중급,DevelUP,Easy,78,"158,000",5.0,19,"DevelUP, HTML, CSS, 웹프로그래밍, 웹개발, 데벨업, 웹기초",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_KALer_1571901693058/coverImage.png?_=1584420362335,unknown,on
Web Programming - Programming,"시작하기에 앞서,시작하기에 앞서,개발 환경 설정,HTML 기초,제목, 내용 관련 태그,링크 태그,멀티미디어 관련 태그,입력 양식 태그,테이블과 리스트,CSS 기초,선택자(Selector),Box 모델,글자(Text) 관련 스타일,위치 정렬,위치 정렬 - flexbox,위치 정렬 - grid 1,위치 정렬 - grid 2,상속과 우선순위,종합 예제 -  회원가입 페이지 만들기,강의의 방향,프로그래밍이란?,HTML이란?,HTML 맛보기,강의의 방향,프로그래밍이란?,HTML이란?,CSS란?,HTML 맛보기,CSS 맛보기,구름IDE,Visual Studio Code,Atom,Brackets,Sublime Text,강의 목표,HTML의 기본 구성,기본적인 HTML 문서 구조,Head와 Body,기본적인 레이아웃,정리,강의 목표,제목과 본문 태그,나누기 위한 태그,글자와 관련된 태그,정리,강의 목표,링크 태그란,링크 태그의 속성,웹사이트의 경로와 주소,정리,강의 목표,이미지 태그,오디오와 비디오 태그,유튜브 영상 삽입,정리,강의 목표,입력 양식(form),form 태그,input 태그,select 태그,textarea 태그,button 태그,정리,강의 목표,표(Table),목록(List),목록 태그의 속성,정리,강의 목표,CSS의 의미와 구성 요소,선택자(Selector)에 대하여,CSS의 기본 단위,CSS의 색상,정리,강의 목표,단순 선택자,복합 선택자,가상 클래스 선택자,정리,강의 목표,박스(Box)모델,content,border,padding과 margin,정리,강의 목표,폰트 종류와 웹 폰트,폰트의 크기와 형태,텍스트 정렬,정리,강의 목표,block과 inline,inline-block,position,float,정리,강의 목표,flexbox에 관하여,flex container: 방향과 흐름,flex container: 정렬1,flex container: 정렬2,flex container: 정렬3,flex item,정리,강의 목표,grid layout 기본,grid container: template,grid container: gap,grid container: auto,grid container: grid,grid container: align & justify,정리,강의 목표,grid item: row, column,grid item: area,grid item: self,정리,강의 목표,상속,우선순위,정리,강의 목표,레이아웃 구성,회원가입 폼 만들기1,회원가입 폼 만들기2,회원가입 폼 만들기3,하단 메뉴 만들기,강의를 마치며",ko,https://edu.goorm.io/lecture/16322/한-눈에-끝내는-html5-css3,한 눈에 끝내는 HTML5/CSS3,구름,Easy,109,"59,400",4.9,19,"HTML, CSS, 웹프로그래밍, 웹기초, HTML기초, CSS기초",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_kIOuk_1569405453749/coverImage.gif?_=1602485506801,unknown,on
Programming - Programming General,"정보보안 전문가 되기,정보보안 전문가 되기,강의 소개,강의 소개,정보 보안 전문가란,정보 보안 직무 소개(대응),정보 보안 직무 소개(예방),어디에서 일할 수 있나요?,직무별로 필요한 기술,어떻게 준비해야 하나요?,FAQ와 결론",ko,https://edu.goorm.io/lecture/12875/직무탐색-정보보안-전문가되기-ver2019,[직무탐색] 정보보안 전문가되기 ver2019,구공팩토리,Easy,9,0,4.4,19,"정보보안, 보안 전문가, 모의해킹, 해킹, 보안, 진로, 정보보안직무",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_CIEqk_1555834298305/coverImage.png?_=1555913738105,unknown,on
Programming - Programming General,"아이디어 콘서트 수상작,스크래치3 제출작,엔트리 제출작,[대상] 화봉초등학교 조*현,[최우수상] 구룡초등학교 서*준,[우수상] 정라초등학교 우*희,인천연성초등학교 장*호,용인신릉초등학교 최*원,인천박문초등학교 이*민,석곶초등학교 조*현,제산초등학교 권*성,서울잠원초등학교 김*오,인천고잔초등학교 김*진,동안초등학교 황*호,성산초등학교 구*민,인천부일초등학교 배*영,벌말초등학교 이*현,동곡초등학교 김*성,포항제철동초등학교 이*권,서울서신초등학교 홍*현",ko,https://edu.goorm.io/lecture/10682/2018-디지털스쿨백팩-sw-아이디어-콘서트-수상작-출품작-갤러리,[2018 디지털스쿨백팩] SW 아이디어 콘서트 수상작/출품작 갤러리,구름,Easy,17,0,0.0,19,"디지털스쿨백팩, 아이디어콘서트, 한국코드페어, 공모부문, 초등부, 엔트리, 스크래치, 스크래치3",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_IwltB_1544670271988/coverImage.png?_=1547543558341,unknown,on
Programming - Programming General,"시작하기,변수와 입출력,연산,제어구조,함수,자료구조,Young Coder 추가과정,Python GUI 프로그래밍(PyQt),Python Young Coder,목차소개,프로그래밍은 무엇이고 왜 배워야 할까요?,변수와 입출력 동영상,자기소개하기,자기소개하기,입출력 해보기,변수,필통에 필기구 넣기,나이 계산하기(형변환),연산 동영상,산술연산,우리반 반평균 구하기,비교연산,나와 같은 키,논리연산,할당연산,할당연산,제어문(if, elif, else) 동영상,제어문(if, elif, else),반복문(for, while) 동영상,반복문(for, while),어머니의 용돈,청소당번 정하기,타일 만들기,함수 동영상,함수의 형태,지역변수, 전역변수,함수의 기능,수학 수행평가,야호 외치기,재귀함수,최대 공약수 구하기,자료구조 동영상,문자열,문장 빨리 만들기 대회,리스트, 튜플, 딕셔너리, 집합,우리반 학생들을 리스트에 넣기,체육대회 대표선수 뽑기,딕셔너리를 사용한 switch문,사전 만들기,추가과정 동영상,파일의 입출력,연습문제,class,class 문제,from, import,PyQt,빈 페이지 만들기,버튼 만들기,버튼에 기능 입히기,라벨 / 텍스트위젯 만들기,메시지 박스 만들기,메뉴바 만들기,체크박스 만들기,다운로드 바 만들기,테이블 만들기,UP, DOWN 게임 만들기",ko,https://edu.goorm.io/lecture/3990/파이콘-2018-영코더-with-바울랩,파이콘 2018 영코더 with 바울랩,이호준,Normal,58,0,5.0,19,"프로그래밍 기본, python, 영코더, 파이콘",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_aDqDF_1531830899808/coverImage.png?_=1531899048875,unknown,on
Programming - Programming General,"크롤링이란?,크롤링이란?,부록,크롤링이란?,파이콘 2017 html 가져오기 - 1,파이콘 2017 html 가져오기 - 2,크롤링이란?,개발환경,파이콘 2017 html 가져오기 - 1,파이콘 2017 html 가져오기 - 2,특정 정보를 선택하여 가져오기,파이콘 2017 html에서 제목만 가져오기 - 1,파이콘 2017 html에서 제목만 가져오기 - 2,파이콘 2017 html에서 제목 밑의 정보 가져오기 - 1,파이콘 2017 html에서 제목 밑의 정보 가져오기 - 2,파이콘 2017 발표자 목록 가져오기 - 1,파이콘 2017 발표자 목록 가져오기 - 2,파이콘 2017 발표자 링크 가져오기 - 1,파이콘 2017 발표자 링크 가져오기 - 2,로그인이 필요한 정보 가져오기 - 1,로그인이 필요한 정보 가져오기 - 2,로그인이 필요한 정보 가져오기 - 3,로그인이 필요한 정보 가져오기 - 4,크롤러 주기적으로 실행하기,좀 더 사람처럼 크롤링하기",ko,https://edu.goorm.io/lecture/1487/pycon2017-시리즈-처음부터-알아보는-웹-크롤러,[PYCON2017 시리즈] 처음부터 알아보는 웹 크롤러,Lee Junbum,Normal,22,0,5.0,19,"Programming Basics, PYCON, Python",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_hTzCs_1512011631717/coverImage.png?_=1528561085112,unknown,on
Programming - Programming General,"실리콘밸리 소개,실리콘밸리 Now,미국 유학 준비,미국 Visa & 영주권,프런트앤드 Intro,HTML 기초,CSS 기초,실리콘밸리 - Intro,실리콘밸리 - 개발자 연봉,실리콘밸리 - 직업정보,실리콘밸리 - 근무시간,실리콘밸리 - 팀문화,실리콘밸리 - Sick 데이,실리콘밸리 - 점심시간,실리콘밸리 - 일분배,실리콘밸리 - 인터뷰,실리콘밸리 - 영어실력,실리콘밸리 - 인종,실리콘밸리 - 물가,실리콘밸리 - 교통,실리콘밸리 - Hot Framework,실리콘밸리 - 어떻게 일하는가?,실리콘밸리 - 직위,미국 대학은 어떻게 가지?,미국 대학 & 대학원 준비,미국 Visa 종류 & 영주권,Intro,HTML & CSS란?,Editing Tool,HTML 기본 템플릿,HTML 구조,HTML 기본태그,HTML 속성,실습,CSS 작성법",ko,https://edu.goorm.io/lecture/1490/연재-실리콘밸리의-개발자,[연재] 실리콘밸리의 개발자,구름,Easy,28,0,4.8,19,"웹 프로그래밍, 개발자이야기",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_czsfT_1512012409555/coverImage.png?_=1528561021609,unknown,on
Programming - Programming General,"시작하기,파이썬 - 수학,파이썬 - 문자,파이썬 - 변수,파이썬 - 입력,파이썬 - 오류,파이썬 - 데이터형태,파이썬 - 로직,파이썬 - 함수,파이썬 - 그 밖에,파이썬 - 컴퓨터앱,파이썬 - 웹앱,파이썬 - Pygame,마치며,PYCON YOUNG CODER,목차,왜 프로그래밍을 배워야 할까?,프로그래밍이란?,라면 끓이기,알고리즘,거북이에게 명령내리기,더하기, 빼기,곱하기, 나누기,산수 계산해보기,소수점,크거나 작거나,비교연산자,따옴표,문자열 더하기,인덱스,문자열,저장하기,연산하기,변수이용하기,출력하기,비교하기,변수이용하기2,입력받기,입력 받아보기,오타가 있다면,문자에 숫자를 더하면,숫자를 0으로 나누면 ,없는 인덱스를 출력하면,데이터의 형태들,데이터 형태 확인하기,불리언,불리언 - and,불리언 - or,불리언 - not,불리언 - 정리,리스트,리스트 - 인덱스,리스트,튜플,들여 쓰기,조건문 - if,조건문 - elif,조건문 - 이름에 따라,반복문,함수란?,함수 - 정의,함수 - 정리,함수 - 정의해보기,함수 - 출력,주석,클래스,모듈,컴퓨터앱? GUI?,화면 구성하기,이벤트 연결,필요한 함수,기능 함수 구현 - 숫자넣기,기능 함수 구현 - 숫자넣기2,기능 함수 구현 - 계산하기,복잡한 계산기,웹앱이란?,네이버 소스보기,html만들기,장고,부모님께 문자 발송하기,SMS 발송하기에 대하여,화면에 이미지 띄우기,애니메이션 주기,이벤트로 이미지 결정하기,움직여보기,움직이기와 막는동작 합치기,자유롭게 수정해보기,참고 할만한 게임들,Python으로 할수 있는것들,Reference",ko,https://edu.goorm.io/lecture/787/pycon-2017-영코더,PYCON 2017 영코더,구름,Easy,76,0,3.0,19,"프로그래밍 기본, Python, 파이콘, 파이썬기초, 영코더",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_AOtkm_1500515870451/coverImage.png?_=1528561301244,unknown,on
Programming - Programming General,"텍스트 코딩 정복,알고리즘 정복,웹 서비스 만들기,GUI 앱 만들기,블록 프로그래밍 정복,블록으로 알고리즘 정복,로보코드 대전 (블럭),로보코드 대전 (코드),보너스 알고리즘/웹서비스,보너스 로보코드 정복,문자열 출력,사칙연산,절대값 출력하기,배열에서의 최소값 구하기,구구단 출력,약수 구하기,부분 문자열,평균과 평균보다 큰 수,등차 / 등비 수열,약수의 합,유일한 수,피자 쿠폰,접미사 배열,멀티탭 사용,숫자 찍기,완전수 구하기,소수 판별,괄호,어느 고고학자 이야기,팰린드롬,채점하기,구름컵 사이클 대회,앞 뒤가 같은 수,탈출,섬나라 왕,자바스크립트 DOM 제어,XHR이용하여 Ajax 구현,PHP서버로 json 응답,Swing으로 카운터 만들기,AWT로 메모 입력기 만들기,탱크 이동하기,탱크 방향전환,탱크 여러번 방향전환1,탱크 여러번 방향전환2,최적의 길을 찾아가기,대포발사,방향전환,이동한뒤 대포발사,십자모양의 길,복잡한 길 이동하기,가만히 있는 적 격파하기,움직이는 적 격파하기,공격하는 적 격파하기,대결1,대결2,제한시간 안에 적 격파하기,2개 로봇 동시에 격파하기,2개 로봇 동시에 격파하기2,벽타는 로봇 격파하기,3개 로봇 동시에 격파하기,몸풀기,심화함수,최대속도, 최대회전각도 바꾸기,대결1,대결2,구름 레이싱,생화학 무기,부라노섬,배열 나누기,스마트폰 테스트,Javascript로 jsonp 구현하기,php로 간단한 RESTful API 만들기,3라운드 다승제 1,3라운드 다승제 2,3라운드 다승제 3,4라운드 점수제 1,4라운드 점수제 2,4라운드 점수제 3",ko,https://edu.goorm.io/lecture/790/제1회-구름코드챌린지-gcc-기출-문제,제1회 구름코드챌린지(GCC) 기출 문제,구름,Normal,68,0,3.0,19,프로그래밍 기본,https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_gfpKh_1500536971533/coverImage.png?_=1528561262315,unknown,on
Programming - Block Programming,"스크래치 초급,스크래치 중급(연재 예정),스크래치 고급(연재 예정),스크래치 탐험하기,스크래치 가입하기 및 화면구성,스프라이트 & 배경,코딩 기본 익히기,코딩 기본 응용하기,음악 연주하기,춤추는 애니메이션 만들기,이야기 애니메이션 만들기,인터렉티브 앱 만들기,증강현실 앱 만들기,추격 게임 만들기,핑퐁 게임 만들기,점프 게임 만들기,받기 게임 만들기",ko,https://edu.goorm.io/lecture/12178/연재-스크래치-3-0-완전정복,[연재] 스크래치 3.0 완전정복,박동호,Easy,14,0,0.0,19,"스크래치, Scratch, BlockCoding, 블록코딩, 스크래치강좌, 코딩기초수업, 코딩기초",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_YjVgS_1553050118239/coverImage.png?_=1554084061833,unknown,on
Programming - Block Programming,"국어6_자동 기사 작성 프로그램을 만들어요,국어6_자동 기사 작성 프로그램을 만들어요,수학5_그림그래프를 그려보아요,수학5_통분으로 분수의 크기를 비교해요,수학5_자동 속력 측정기를 만들어요,수학6_동전의 앞뒷면이 나올 확률을 구해요,사회5_우리나라 지역별 인구분포도를 만들어요,사회6_전자 투표 프로그램을 만들어요,과학6_회로 연결에 따라 전구의 밝기가 달라져요,실과6_자동으로 분리수거를 해요,미술5-6_우연의 효과를 이용해 추상화를 그려요,음악5-6_나만의 음악 악보를 만들어 연주해요,체육5-6_자동 사이드 스텝 측정기를 만들어요,도덕6_자가진단 프로그램을 만들어요,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기,수업하기,코딩따라하기",ko,https://edu.goorm.io/lecture/10681/2018-우수활용사례-수상작-교과서와-함께-배우는-컴퓨팅-사고력,[2018 우수활용사례 수상작] 교과서와 함께 배우는 컴퓨팅 사고력,김규섭,Normal,28,0,0.0,19,"컴퓨팅사고력, 교과서코딩, 블록코딩, 우수활용사례",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_eaKOY_1544669954900/coverImage.png?_=1544672061758,unknown,on
Programming - Block Programming,"0. 시작,0. 시작,1. 3월의 학교생활,2. 4월의 학교생활,3. 5월의 학교생활,4. 6월의 학교생활,5. 7월의 학교생활,6. 8월의 학교생활,7. 9월의 학교생활,8. 10월의 학교생활,9. 11월의 학교생활,10. 12월의 학교생활,11. 1월의 학교생활,12. 2월의 학교생활,코딩이 낯선가요?,학교생활 속 코딩?,코딩이 낯선가요?,학교생활 속 코딩?,새 학기 학급대표 뽑기,새 학기 학급대표 뽑기(해설),우유급식 확인하기,우유급식 확인하기(해설),친구들과 놀이하며 친해지기,친구들과 놀이하며 친해지기(해설),카네이션 살 돈 저축하기,카네이션 살 돈 저축하기(해설),생일파티 초대장 만들기,생일파티 초대장 만들기(해설),여름방학 생활- 룰렛돌리기,여름방학 생활- 룰렛돌리기(해설),퀴즈로 배우는 물놀이 안전수칙,퀴즈로 배우는 물놀이 안전수칙(해설),운동회 달리기 기록측정하기,운동회 달리기 기록측정하기(해설),학예회 연극 만들기,학예회 연극 만들기(해설),현장체험학습 장소 결정하기,현장체험학습 장소 결정하기(해설),산타에게 선물 이야기하기,산타에게 선물 이야기하기(해설),겨울방학 스키캠프,겨울방학 스키캠프(해설),반 친구들에게 작별 연주하기,반 친구들에게 작별 연주하기(해설)",ko,https://edu.goorm.io/lecture/10672/2018-우수활용사례-수상작-슬기로운-학교생활-코딩편,[2018 우수활용사례 수상작] 슬기로운 학교생활(코딩편),윤남호,Easy,30,0,5.0,19,"엔트리, 디지털스쿨백팩, 우수활용사례, 블록코딩",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_QzXMa_1544669420948/coverImage.png?_=1544672169368,unknown,on
Programming - Block Programming,"수업 소개,수업 소개,자율주행1단계-직접 운전,자율주행2단계-운전자 보조,자율주행3단계-스스로 위험 회피,자율주행4단계-일정 구간 자율주행,자율주행5단계-자율 주행 완성,예시 답안,자율주행 자동차란?,활동 소개,자율주행 자동차란?,2020년의 자율주행 자동차,왜 실제 도로에선 볼 수 없을까?,활동 소개,목적지까지 이동하기1,목적지까지 이동하기2,목적지까지 이동하기3,자동 주차하기,도로를 벗어나면 경고음 울리기,차선을 벗어나면 차선으로 돌아가기,장애물이 있으면 되돌아 가기,장애물이 있으면 멈추고 비상등 깜박이기,장애물이 있으면 피해 가기,교통 흐름 따라 이동하기,제한속도에 맞춰 주행하기,신호 지키기,차선 따라 주행하기,차선 따라 주행하며 장애물 피하기,주변 환경을 파악하여 스스로 주행하기,각 단계별 예시 답안 확인",ko,https://edu.goorm.io/lecture/10671/2018-우수활용사례-수상작-sw로-달리는-미래-자동차-만들기,[2018 우수활용사례 수상작] SW로 달리는 미래 자동차 만들기,KIM KM,Normal,22,0,4.5,19,"스크래치, 스크래치3.0, 디지털스쿨백팩, 블록코딩, 인공지능, 자율주행자동차",https://grm-project-template-bucket.s3.ap-northeast-2.amazonaws.com/lecture/lec_Lbxca_1544669191616/coverImage.png?_=1547810233275,unknown,on
